# Huayan Robotics HR_S50-2000 Point-to-Point Trajectory
# Generated: 2026-02-01
# Contact: yuesj@huayan-robotics.com
# Website: https://www.huayan-robotics.com
#
# Start (deg): 0.00, -90.00, 90.00, 0.00, -90.00, 0.00
# Goal (deg): 45.00, -60.00, 60.00, 30.00, -60.00, 45.00
# Total time: 25.46 s
# Sample rate: 250.00 Hz
# Points: 6366
#
# Units: time(s), position(deg), velocity(deg/s), acceleration(deg/s^2)
#
time,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_acc,j2_acc,j3_acc,j4_acc,j5_acc,j6_acc
6.928000,13.7978,-80.8015,80.8015,9.1985,-80.8015,13.7978,0.0239,0.0159,-0.0159,0.0159,0.0159,0.0239,8.5337,5.6891,-5.6891,5.6891,5.6891,8.5337
6.932000,13.7980,-80.8013,80.8013,9.1987,-80.8013,13.7980,0.0693,0.0462,-0.0462,0.0462,0.0462,0.0693,14.0423,9.3615,-9.3615,9.3615,9.3615,14.0423
6.936000,13.7984,-80.8011,80.8011,9.1989,-80.8011,13.7984,0.1354,0.0902,-0.0902,0.0902,0.0902,0.1354,18.9028,12.6019,-12.6019,12.6019,12.6019,18.9028
6.940000,13.7991,-80.8006,80.8006,9.1994,-80.8006,13.7991,0.2196,0.1464,-0.1464,0.1464,0.1464,0.2196,23.1397,15.4265,-15.4265,15.4265,15.4265,23.1397
6.944000,13.8002,-80.7999,80.7999,9.2001,-80.7999,13.8002,0.3197,0.2131,-0.2131,0.2131,0.2131,0.3197,26.7775,17.8517,-17.8517,17.8517,17.8517,26.7775
6.948000,13.8017,-80.7989,80.7989,9.2011,-80.7989,13.8017,0.4331,0.2887,-0.2887,0.2887,0.2887,0.4331,29.8407,19.8938,-19.8938,19.8938,19.8938,29.8407
6.952000,13.8036,-80.7976,80.7976,9.2024,-80.7976,13.8036,0.5577,0.3718,-0.3718,0.3718,0.3718,0.5577,32.3539,21.5693,-21.5693,21.5693,21.5693,32.3539
6.956000,13.8061,-80.7959,80.7959,9.2041,-80.7959,13.8061,0.6912,0.4608,-0.4608,0.4608,0.4608,0.6912,34.3415,22.8943,-22.8943,22.8943,22.8943,34.3415
6.960000,13.8092,-80.7939,80.7939,9.2061,-80.7939,13.8092,0.8317,0.5545,-0.5545,0.5545,0.5545,0.8317,35.8281,23.8854,-23.8854,23.8854,23.8854,35.8281
6.964000,13.8128,-80.7915,80.7915,9.2085,-80.7915,13.8128,0.9772,0.6515,-0.6515,0.6515,0.6515,0.9772,36.8381,24.5587,-24.5587,24.5587,24.5587,36.8381
6.968000,13.8170,-80.7887,80.7887,9.2113,-80.7887,13.8170,1.1258,0.7506,-0.7506,0.7506,0.7506,1.1258,37.3962,24.9308,-24.9308,24.9308,24.9308,37.3962
6.972000,13.8218,-80.7855,80.7855,9.2145,-80.7855,13.8218,1.2758,0.8505,-0.8505,0.8505,0.8505,1.2758,37.5267,25.0178,-25.0178,25.0178,25.0178,37.5267
6.976000,13.8272,-80.7819,80.7819,9.2181,-80.7819,13.8272,1.4255,0.9503,-0.9503,0.9503,0.9503,1.4255,37.2543,24.8362,-24.8362,24.8362,24.8362,37.2543
6.980000,13.8332,-80.7779,80.7779,9.2221,-80.7779,13.8332,1.5733,1.0489,-1.0489,1.0489,1.0489,1.5733,36.6034,24.4023,-24.4023,24.4023,24.4023,36.6034
6.984000,13.8398,-80.7735,80.7735,9.2265,-80.7735,13.8398,1.7179,1.1452,-1.1452,1.1452,1.1452,1.7179,35.5986,23.7324,-23.7324,23.7324,23.7324,35.5986
6.988000,13.8470,-80.7687,80.7687,9.2313,-80.7687,13.8470,1.8577,1.2385,-1.2385,1.2385,1.2385,1.8577,34.2644,22.8429,-22.8429,22.8429,22.8429,34.2644
6.992000,13.8547,-80.7636,80.7636,9.2364,-80.7636,13.8547,1.9916,1.3277,-1.3277,1.3277,1.3277,1.9916,32.6252,21.7501,-21.7501,21.7501,21.7501,32.6252
6.996000,13.8629,-80.7581,80.7581,9.2419,-80.7581,13.8629,2.1183,1.4122,-1.4122,1.4122,1.4122,2.1183,30.7057,20.4704,-20.4704,20.4704,20.4704,30.7057
7.000000,13.8716,-80.7523,80.7523,9.2477,-80.7523,13.8716,2.2369,1.4912,-1.4912,1.4912,1.4912,2.2369,28.5302,19.0201,-19.0201,19.0201,19.0201,28.5302
7.004000,13.8808,-80.7462,80.7462,9.2538,-80.7462,13.8808,2.3463,1.5642,-1.5642,1.5642,1.5642,2.3463,26.1234,17.4156,-17.4156,17.4156,17.4156,26.1234
7.008000,13.8903,-80.7398,80.7398,9.2602,-80.7398,13.8903,2.4456,1.6304,-1.6304,1.6304,1.6304,2.4456,23.5098,15.6732,-15.6732,15.6732,15.6732,23.5098
7.012000,13.9003,-80.7331,80.7331,9.2669,-80.7331,13.9003,2.5341,1.6894,-1.6894,1.6894,1.6894,2.5341,20.7138,13.8092,-13.8092,13.8092,13.8092,20.7138
7.016000,13.9106,-80.7263,80.7263,9.2737,-80.7263,13.9106,2.6111,1.7407,-1.7407,1.7407,1.7407,2.6111,17.7599,11.8400,-11.8400,11.8400,11.8400,17.7599
7.020000,13.9212,-80.7192,80.7192,9.2808,-80.7192,13.9212,2.6760,1.7840,-1.7840,1.7840,1.7840,2.6760,14.6728,9.7819,-9.7819,9.7819,9.7819,14.6728
7.024000,13.9320,-80.7120,80.7120,9.2880,-80.7120,13.9320,2.7283,1.8189,-1.8189,1.8189,1.8189,2.7283,11.4769,7.6513,-7.6513,7.6513,7.6513,11.4769
7.028000,13.9430,-80.7047,80.7047,9.2953,-80.7047,13.9430,2.7677,1.8451,-1.8451,1.8451,1.8451,2.7677,8.1967,5.4645,-5.4645,5.4645,5.4645,8.1967
7.032000,13.9541,-80.6973,80.6973,9.3027,-80.6973,13.9541,2.7938,1.8625,-1.8625,1.8625,1.8625,2.7938,4.8568,3.2378,-3.2378,3.2378,3.2378,4.8568
7.036000,13.9653,-80.6898,80.6898,9.3102,-80.6898,13.9653,2.8065,1.8710,-1.8710,1.8710,1.8710,2.8065,1.4816,0.9877,-0.9877,0.9877,0.9877,1.4816
7.040000,13.9766,-80.6823,80.6823,9.3177,-80.6823,13.9766,2.8057,1.8704,-1.8704,1.8704,1.8704,2.8057,-1.9044,-1.2696,1.2696,-1.2696,-1.2696,-1.9044
7.044000,13.9877,-80.6748,80.6748,9.3252,-80.6748,13.9877,2.7913,1.8609,-1.8609,1.8609,1.8609,2.7913,-5.2765,-3.5177,3.5177,-3.5177,-3.5177,-5.2765
7.048000,13.9989,-80.6674,80.6674,9.3326,-80.6674,13.9989,2.7635,1.8423,-1.8423,1.8423,1.8423,2.7635,-8.6104,-5.7402,5.7402,-5.7402,-5.7402,-8.6104
7.052000,14.0098,-80.6601,80.6601,9.3399,-80.6601,14.0098,2.7225,1.8150,-1.8150,1.8150,1.8150,2.7225,-11.8814,-7.9209,7.9209,-7.9209,-7.9209,-11.8814
7.056000,14.0206,-80.6529,80.6529,9.3471,-80.6529,14.0206,2.6686,1.7790,-1.7790,1.7790,1.7790,2.6686,-15.0651,-10.0434,10.0434,-10.0434,-10.0434,-15.0651
7.060000,14.0312,-80.6459,80.6459,9.3541,-80.6459,14.0312,2.6021,1.7348,-1.7348,1.7348,1.7348,2.6021,-18.1369,-12.0913,12.0913,-12.0913,-12.0913,-18.1369
7.064000,14.0414,-80.6390,80.6390,9.3610,-80.6390,14.0414,2.5237,1.6824,-1.6824,1.6824,1.6824,2.5237,-21.0724,-14.0483,14.0483,-14.0483,-14.0483,-21.0724
7.068000,14.0513,-80.6324,80.6324,9.3676,-80.6324,14.0513,2.4338,1.6225,-1.6225,1.6225,1.6225,2.4338,-23.8470,-15.8980,15.8980,-15.8980,-15.8980,-23.8470
7.072000,14.0609,-80.6261,80.6261,9.3739,-80.6261,14.0609,2.3331,1.5554,-1.5554,1.5554,1.5554,2.3331,-26.4363,-17.6242,17.6242,-17.6242,-17.6242,-26.4363
7.076000,14.0700,-80.6200,80.6200,9.3800,-80.6200,14.0700,2.2226,1.4817,-1.4817,1.4817,1.4817,2.2226,-28.8156,-19.2104,19.2104,-19.2104,-19.2104,-28.8156
7.080000,14.0787,-80.6142,80.6142,9.3858,-80.6142,14.0787,2.1029,1.4020,-1.4020,1.4020,1.4020,2.1029,-30.9605,-20.6403,20.6403,-20.6403,-20.6403,-30.9605
7.084000,14.0868,-80.6088,80.6088,9.3912,-80.6088,14.0868,1.9752,1.3168,-1.3168,1.3168,1.3168,1.9752,-32.8464,-21.8976,21.8976,-21.8976,-21.8976,-32.8464
7.088000,14.0944,-80.6037,80.6037,9.3963,-80.6037,14.0944,1.8405,1.2270,-1.2270,1.2270,1.2270,1.8405,-34.4490,-22.9660,22.9660,-22.9660,-22.9660,-34.4490
7.092000,14.1015,-80.5990,80.5990,9.4010,-80.5990,14.1015,1.7000,1.1334,-1.1334,1.1334,1.1334,1.7000,-35.7435,-23.8290,23.8290,-23.8290,-23.8290,-35.7435
7.096000,14.1080,-80.5946,80.5946,9.4054,-80.5946,14.1080,1.5550,1.0367,-1.0367,1.0367,1.0367,1.5550,-36.7056,-24.4704,24.4704,-24.4704,-24.4704,-36.7056
7.100000,14.1140,-80.5907,80.5907,9.4093,-80.5907,14.1140,1.4069,0.9379,-0.9379,0.9379,0.9379,1.4069,-37.3106,-24.8737,24.8737,-24.8737,-24.8737,-37.3106
7.104000,14.1193,-80.5871,80.5871,9.4129,-80.5871,14.1193,1.2571,0.8380,-0.8380,0.8380,0.8380,1.2571,-37.5342,-25.0228,25.0228,-25.0228,-25.0228,-37.5342
7.108000,14.1240,-80.5840,80.5840,9.4160,-80.5840,14.1240,1.1071,0.7381,-0.7381,0.7381,0.7381,1.1071,-37.3517,-24.9011,24.9011,-24.9011,-24.9011,-37.3517
7.112000,14.1282,-80.5812,80.5812,9.4188,-80.5812,14.1282,0.9588,0.6392,-0.6392,0.6392,0.6392,0.9588,-36.7387,-24.4924,24.4924,-24.4924,-24.4924,-36.7387
7.116000,14.1317,-80.5789,80.5789,9.4211,-80.5789,14.1317,0.8138,0.5426,-0.5426,0.5426,0.5426,0.8138,-35.6706,-23.7804,23.7804,-23.7804,-23.7804,-35.6706
7.120000,14.1347,-80.5769,80.5769,9.4231,-80.5769,14.1347,0.6741,0.4494,-0.4494,0.4494,0.4494,0.6741,-34.1229,-22.7486,22.7486,-22.7486,-22.7486,-34.1229
7.124000,14.1371,-80.5753,80.5753,9.4247,-80.5753,14.1371,0.5415,0.3610,-0.3610,0.3610,0.3610,0.5415,-32.0712,-21.3808,21.3808,-21.3808,-21.3808,-32.0712
7.128000,14.1390,-80.5740,80.5740,9.4260,-80.5740,14.1390,0.4182,0.2788,-0.2788,0.2788,0.2788,0.4182,-29.4908,-19.6606,19.6606,-19.6606,-19.6606,-29.4908
7.132000,14.1405,-80.5730,80.5730,9.4270,-80.5730,14.1405,0.3063,0.2042,-0.2042,0.2042,0.2042,0.3063,-26.3574,-17.5716,17.5716,-17.5716,-17.5716,-26.3574
7.136000,14.1415,-80.5723,80.5723,9.4277,-80.5723,14.1415,0.2081,0.1388,-0.1388,0.1388,0.1388,0.2081,-22.6463,-15.0975,15.0975,-15.0975,-15.0975,-22.6463
7.140000,14.1421,-80.5719,80.5719,9.4281,-80.5719,14.1421,0.1260,0.0840,-0.0840,0.0840,0.0840,0.1260,-18.3330,-12.2220,12.2220,-12.2220,-12.2220,-18.3330
7.144000,14.1425,-80.5717,80.5717,9.4283,-80.5717,14.1425,0.0623,0.0415,-0.0415,0.0415,0.0415,0.0623,-13.3931,-8.9287,8.9287,-8.9287,-8.9287,-13.3931
7.148000,14.1427,-80.5716,80.5716,9.4284,-80.5716,14.1427,0.0197,0.0131,-0.0131,0.0131,0.0131,0.0197,-7.8020,-5.2013,5.2013,-5.2013,-5.2013,-7.8020
7.152000,14.1427,-80.5715,80.5715,9.4285,-80.5715,14.1427,0.0008,0.0005,-0.0005,0.0005,0.0005,0.0008,-1.5352,-1.0235,1.0235,-1.0235,-1.0235,-1.5352
7.156000,14.1427,-80.5715,80.5715,9.4285,-80.5715,14.1427,0.0080,0.0053,-0.0053,0.0053,0.0053,0.0080,5.0577,3.3718,-3.3718,3.3718,3.3718,5.0577
7.160000,14.1428,-80.5715,80.5715,9.4285,-80.5715,14.1428,0.0403,0.0269,-0.0269,0.0269,0.0269,0.0403,11.0097,7.3398,-7.3398,7.3398,7.3398,11.0097
7.164000,14.1431,-80.5713,80.5713,9.4287,-80.5713,14.1431,0.0951,0.0634,-0.0634,0.0634,0.0634,0.0951,16.2899,10.8599,-10.8599,10.8599,10.8599,16.2899
7.168000,14.1436,-80.5709,80.5709,9.4291,-80.5709,14.1436,0.1698,0.1132,-0.1132,0.1132,0.1132,0.1698,20.9231,13.9487,-13.9487,13.9487,13.9487,20.9231
7.172000,14.1444,-80.5704,80.5704,9.4296,-80.5704,14.1444,0.2617,0.1745,-0.1745,0.1745,0.1745,0.2617,24.9343,16.6229,-16.6229,16.6229,16.6229,24.9343
7.176000,14.1457,-80.5695,80.5695,9.4305,-80.5695,14.1457,0.3684,0.2456,-0.2456,0.2456,0.2456,0.3684,28.3487,18.8991,-18.8991,18.8991,18.8991,28.3487
7.180000,14.1474,-80.5684,80.5684,9.4316,-80.5684,14.1474,0.4877,0.3251,-0.3251,0.3251,0.3251,0.4877,31.1910,20.7940,-20.7940,20.7940,20.7940,31.1910
7.184000,14.1496,-80.5669,80.5669,9.4331,-80.5669,14.1496,0.6172,0.4115,-0.4115,0.4115,0.4115,0.6172,33.4865,22.3243,-22.3243,22.3243,22.3243,33.4865
7.188000,14.1524,-80.5651,80.5651,9.4349,-80.5651,14.1524,0.7549,0.5033,-0.5033,0.5033,0.5033,0.7549,35.2599,23.5066,-23.5066,23.5066,23.5066,35.2599
7.192000,14.1557,-80.5629,80.5629,9.4371,-80.5629,14.1557,0.8987,0.5991,-0.5991,0.5991,0.5991,0.8987,36.5364,24.3576,-24.3576,24.3576,24.3576,36.5364
7.196000,14.1596,-80.5603,80.5603,9.4397,-80.5603,14.1596,1.0466,0.6977,-0.6977,0.6977,0.6977,1.0466,37.3409,24.8939,-24.8939,24.8939,24.8939,37.3409
7.200000,14.1640,-80.5573,80.5573,9.4427,-80.5573,14.1640,1.1968,0.7979,-0.7979,0.7979,0.7979,1.1968,37.6984,25.1323,-25.1323,25.1323,25.1323,37.6984
7.204000,14.1691,-80.5539,80.5539,9.4461,-80.5539,14.1691,1.3476,0.8984,-0.8984,0.8984,0.8984,1.3476,37.6339,25.0893,-25.0893,25.0893,25.0893,37.6339
7.208000,14.1748,-80.5501,80.5501,9.4499,-80.5501,14.1748,1.4973,0.9982,-0.9982,0.9982,0.9982,1.4973,37.1725,24.7816,-24.7816,24.7816,24.7816,37.1725
7.212000,14.1811,-80.5459,80.5459,9.4541,-80.5459,14.1811,1.6445,1.0963,-1.0963,1.0963,1.0963,1.6445,36.3390,24.2260,-24.2260,24.2260,24.2260,36.3390
7.216000,14.1880,-80.5414,80.5414,9.4586,-80.5414,14.1880,1.7876,1.1917,-1.1917,1.1917,1.1917,1.7876,35.1585,23.4390,-23.4390,23.4390,23.4390,35.1585
7.220000,14.1954,-80.5364,80.5364,9.4636,-80.5364,14.1954,1.9253,1.2835,-1.2835,1.2835,1.2835,1.9253,33.6560,22.4373,-22.4373,22.4373,22.4373,33.6560
7.224000,14.2034,-80.5311,80.5311,9.4689,-80.5311,14.2034,2.0564,1.3710,-1.3710,1.3710,1.3710,2.0564,31.8564,21.2376,-21.2376,21.2376,21.2376,31.8564
7.228000,14.2118,-80.5254,80.5254,9.4746,-80.5254,14.2118,2.1798,1.4532,-1.4532,1.4532,1.4532,2.1798,29.7848,19.8565,-19.8565,19.8565,19.8565,29.7848
7.232000,14.2208,-80.5195,80.5195,9.4805,-80.5195,14.2208,2.2944,1.5296,-1.5296,1.5296,1.5296,2.2944,27.4661,18.3108,-18.3108,18.3108,18.3108,27.4661
7.236000,14.2302,-80.5132,80.5132,9.4868,-80.5132,14.2302,2.3992,1.5995,-1.5995,1.5995,1.5995,2.3992,24.9254,16.6169,-16.6169,16.6169,16.6169,24.9254
7.240000,14.2400,-80.5067,80.5067,9.4933,-80.5067,14.2400,2.4935,1.6623,-1.6623,1.6623,1.6623,2.4935,22.1876,14.7917,-14.7917,14.7917,14.7917,22.1876
7.244000,14.2501,-80.4999,80.4999,9.5001,-80.4999,14.2501,2.5765,1.7177,-1.7177,1.7177,1.7177,2.5765,19.2777,12.8518,-12.8518,12.8518,12.8518,19.2777
7.248000,14.2606,-80.4930,80.4930,9.5070,-80.4930,14.2606,2.6475,1.7650,-1.7650,1.7650,1.7650,2.6475,16.2208,10.8139,-10.8139,10.8139,10.8139,16.2208
7.252000,14.2713,-80.4858,80.4858,9.5142,-80.4858,14.2713,2.7061,1.8041,-1.8041,1.8041,1.8041,2.7061,13.0418,8.6946,-8.6946,8.6946,8.6946,13.0418
7.256000,14.2822,-80.4785,80.4785,9.5215,-80.4785,14.2822,2.7517,1.8345,-1.8345,1.8345,1.8345,2.7517,9.7658,6.5105,-6.5105,6.5105,6.5105,9.7658
7.260000,14.2933,-80.4712,80.4712,9.5288,-80.4712,14.2933,2.7841,1.8561,-1.8561,1.8561,1.8561,2.7841,6.4176,4.2784,-4.2784,4.2784,4.2784,6.4176
7.264000,14.3045,-80.4637,80.4637,9.5363,-80.4637,14.3045,2.8030,1.8687,-1.8687,1.8687,1.8687,2.8030,3.0224,2.0149,-2.0149,2.0149,2.0149,3.0224
7.268000,14.3157,-80.4562,80.4562,9.5438,-80.4562,14.3157,2.8083,1.8722,-1.8722,1.8722,1.8722,2.8083,-0.3950,-0.2633,0.2633,-0.2633,-0.2633,-0.3950
7.272000,14.3269,-80.4487,80.4487,9.5513,-80.4487,14.3269,2.7999,1.8666,-1.8666,1.8666,1.8666,2.7999,-3.8094,-2.5396,2.5396,-2.5396,-2.5396,-3.8094
7.276000,14.3381,-80.4413,80.4413,9.5587,-80.4413,14.3381,2.7778,1.8519,-1.8519,1.8519,1.8519,2.7778,-7.1960,-4.7973,4.7973,-4.7973,-4.7973,-7.1960
7.280000,14.3491,-80.4339,80.4339,9.5661,-80.4339,14.3491,2.7424,1.8282,-1.8282,1.8282,1.8282,2.7424,-10.5297,-7.0198,7.0198,-7.0198,-7.0198,-10.5297
7.284000,14.3600,-80.4267,80.4267,9.5733,-80.4267,14.3600,2.6937,1.7958,-1.7958,1.7958,1.7958,2.6937,-13.7855,-9.1903,9.1903,-9.1903,-9.1903,-13.7855
7.288000,14.3706,-80.4196,80.4196,9.5804,-80.4196,14.3706,2.6322,1.7548,-1.7548,1.7548,1.7548,2.6322,-16.9384,-11.2923,11.2923,-11.2923,-11.2923,-16.9384
7.292000,14.3810,-80.4127,80.4127,9.5873,-80.4127,14.3810,2.5584,1.7056,-1.7056,1.7056,1.7056,2.5584,-19.9635,-13.3090,13.3090,-13.3090,-13.3090,-19.9635
7.296000,14.3911,-80.4059,80.4059,9.5941,-80.4059,14.3911,2.4727,1.6485,-1.6485,1.6485,1.6485,2.4727,-22.8358,-15.2239,15.2239,-15.2239,-15.2239,-22.8358
7.300000,14.4008,-80.3995,80.3995,9.6005,-80.3995,14.4008,2.3759,1.5839,-1.5839,1.5839,1.5839,2.3759,-25.5302,-17.0201,17.0201,-17.0201,-17.0201,-25.5302
7.304000,14.4101,-80.3933,80.3933,9.6067,-80.3933,14.4101,2.2687,1.5125,-1.5125,1.5125,1.5125,2.2687,-28.0218,-18.6812,18.6812,-18.6812,-18.6812,-28.0218
7.308000,14.4189,-80.3874,80.3874,9.6126,-80.3874,14.4189,2.1520,1.4347,-1.4347,1.4347,1.4347,2.1520,-30.2855,-20.1904,20.1904,-20.1904,-20.1904,-30.2855
7.312000,14.4273,-80.3818,80.3818,9.6182,-80.3818,14.4273,2.0268,1.3512,-1.3512,1.3512,1.3512,2.0268,-32.2965,-21.5310,21.5310,-21.5310,-21.5310,-32.2965
7.316000,14.4351,-80.3766,80.3766,9.6234,-80.3766,14.4351,1.8940,1.2627,-1.2627,1.2627,1.2627,1.8940,-34.0296,-22.6864,22.6864,-22.6864,-22.6864,-34.0296
7.320000,14.4424,-80.3717,80.3717,9.6283,-80.3717,14.4424,1.7550,1.1700,-1.1700,1.1700,1.1700,1.7550,-35.4599,-23.6400,23.6400,-23.6400,-23.6400,-35.4599
7.324000,14.4492,-80.3672,80.3672,9.6328,-80.3672,14.4492,1.6108,1.0739,-1.0739,1.0739,1.0739,1.6108,-36.5625,-24.3750,24.3750,-24.3750,-24.3750,-36.5625
7.328000,14.4553,-80.3631,80.3631,9.6369,-80.3631,14.4553,1.4629,0.9753,-0.9753,0.9753,0.9753,1.4629,-37.3122,-24.8748,24.8748,-24.8748,-24.8748,-37.3122
7.332000,14.4609,-80.3594,80.3594,9.6406,-80.3594,14.4609,1.3128,0.8752,-0.8752,0.8752,0.8752,1.3128,-37.6842,-25.1228,25.1228,-25.1228,-25.1228,-37.6842
7.336000,14.4658,-80.3561,80.3561,9.6439,-80.3561,14.4658,1.1620,0.7747,-0.7747,0.7747,0.7747,1.1620,-37.6534,-25.1022,25.1022,-25.1022,-25.1022,-37.6534
7.340000,14.4702,-80.3532,80.3532,9.6468,-80.3532,14.4702,1.0121,0.6748,-0.6748,0.6748,0.6748,1.0121,-37.1948,-24.7965,24.7965,-24.7965,-24.7965,-37.1948
7.344000,14.4739,-80.3507,80.3507,9.6493,-80.3507,14.4739,0.8650,0.5767,-0.5767,0.5767,0.5767,0.8650,-36.2835,-24.1890,24.1890,-24.1890,-24.1890,-36.2835
7.348000,14.4771,-80.3486,80.3486,9.6514,-80.3486,14.4771,0.7225,0.4817,-0.4817,0.4817,0.4817,0.7225,-34.8944,-23.2629,23.2629,-23.2629,-23.2629,-34.8944
7.352000,14.4797,-80.3469,80.3469,9.6531,-80.3469,14.4797,0.5865,0.3910,-0.3910,0.3910,0.3910,0.5865,-33.0026,-22.0017,22.0017,-22.0017,-22.0017,-33.0026
7.356000,14.4818,-80.3455,80.3455,9.6545,-80.3455,14.4818,0.4592,0.3061,-0.3061,0.3061,0.3061,0.4592,-30.5830,-20.3887,20.3887,-20.3887,-20.3887,-30.5830
7.360000,14.4834,-80.3444,80.3444,9.6556,-80.3444,14.4834,0.3426,0.2284,-0.2284,0.2284,0.2284,0.3426,-27.6107,-18.4071,18.4071,-18.4071,-18.4071,-27.6107
7.364000,14.4845,-80.3436,80.3436,9.6564,-80.3436,14.4845,0.2391,0.1594,-0.1594,0.1594,0.1594,0.2391,-24.0607,-16.0405,16.0405,-16.0405,-16.0405,-24.0607
7.368000,14.4853,-80.3431,80.3431,9.6569,-80.3431,14.4853,0.1509,0.1006,-0.1006,0.1006,0.1006,0.1509,-19.9080,-13.2720,13.2720,-13.2720,-13.2720,-19.9080
7.372000,14.4858,-80.3428,80.3428,9.6572,-80.3428,14.4858,0.0807,0.0538,-0.0538,0.0538,0.0538,0.0807,-15.1275,-10.0850,10.0850,-10.0850,-10.0850,-15.1275
7.376000,14.4860,-80.3427,80.3427,9.6573,-80.3427,14.4860,0.0308,0.0205,-0.0205,0.0205,0.0205,0.0308,-9.6944,-6.4629,6.4629,-6.4629,-6.4629,-9.6944
7.380000,14.4861,-80.3426,80.3426,9.6574,-80.3426,14.4861,0.0040,0.0027,-0.0027,0.0027,0.0027,0.0040,-3.5836,-2.3891,2.3891,-2.3891,-2.3891,-3.5836
7.384000,14.4861,-80.3426,80.3426,9.6574,-80.3426,14.4861,0.0030,0.0020,-0.0020,0.0020,0.0020,0.0030,3.0929,2.0619,-2.0619,2.0619,2.0619,3.0929
7.388000,14.4861,-80.3426,80.3426,9.6574,-80.3426,14.4861,0.0280,0.0187,-0.0187,0.0187,0.0187,0.0280,9.2983,6.1989,-6.1989,6.1989,6.1989,9.2983
7.392000,14.4863,-80.3425,80.3425,9.6575,-80.3425,14.4863,0.0765,0.0510,-0.0510,0.0510,0.0510,0.0765,14.8173,9.8782,-9.8782,9.8782,9.8782,14.8173
7.396000,14.4868,-80.3422,80.3422,9.6578,-80.3422,14.4868,0.1457,0.0971,-0.0971,0.0971,0.0971,0.1457,19.6751,13.1167,-13.1167,13.1167,13.1167,19.6751
7.400000,14.4875,-80.3417,80.3417,9.6583,-80.3417,14.4875,0.2330,0.1554,-0.1554,0.1554,0.1554,0.2330,23.8971,15.9314,-15.9314,15.9314,15.9314,23.8971
7.404000,14.4886,-80.3409,80.3409,9.6591,-80.3409,14.4886,0.3360,0.2240,-0.2240,0.2240,0.2240,0.3360,27.5085,18.3390,-18.3390,18.3390,18.3390,27.5085
7.408000,14.4902,-80.3399,80.3399,9.6601,-80.3399,14.4902,0.4523,0.3015,-0.3015,0.3015,0.3015,0.4523,30.5349,20.3566,-20.3566,20.3566,20.3566,30.5349
7.412000,14.4923,-80.3385,80.3385,9.6615,-80.3385,14.4923,0.5796,0.3864,-0.3864,0.3864,0.3864,0.5796,33.0014,22.0009,-22.0009,22.0009,22.0009,33.0014
7.416000,14.4949,-80.3368,80.3368,9.6632,-80.3368,14.4949,0.7156,0.4771,-0.4771,0.4771,0.4771,0.7156,34.9334,23.2889,-23.2889,23.2889,23.2889,34.9334
7.420000,14.4980,-80.3347,80.3347,9.6653,-80.3347,14.4980,0.8584,0.5722,-0.5722,0.5722,0.5722,0.8584,36.3562,24.2375,-24.2375,24.2375,24.2375,36.3562
7.424000,14.5017,-80.3322,80.3322,9.6678,-80.3322,14.5017,1.0058,0.6705,-0.6705,0.6705,0.6705,1.0058,37.2952,24.8635,-24.8635,24.8635,24.8635,37.2952
7.428000,14.5061,-80.3293,80.3293,9.6707,-80.3293,14.5061,1.1561,0.7707,-0.7707,0.7707,0.7707,1.1561,37.7758,25.1838,-25.1838,25.1838,25.1838,37.7758
7.432000,14.5110,-80.3260,80.3260,9.6740,-80.3260,14.5110,1.3075,0.8716,-0.8716,0.8716,0.8716,1.3075,37.8231,25.2154,-25.2154,25.2154,25.2154,37.8231
7.436000,14.5165,-80.3223,80.3223,9.6777,-80.3223,14.5165,1.4582,0.9721,-0.9721,0.9721,0.9721,1.4582,37.4626,24.9751,-24.9751,24.9751,24.9751,37.4626
7.440000,14.5226,-80.3182,80.3182,9.6818,-80.3182,14.5226,1.6066,1.0711,-1.0711,1.0711,1.0711,1.6066,36.7197,24.4798,-24.4798,24.4798,24.4798,36.7197
7.444000,14.5294,-80.3138,80.3138,9.6862,-80.3138,14.5294,1.7514,1.1676,-1.1676,1.1676,1.1676,1.7514,35.6195,23.7463,-23.7463,23.7463,23.7463,35.6195
7.448000,14.5367,-80.3089,80.3089,9.6911,-80.3089,14.5367,1.8912,1.2608,-1.2608,1.2608,1.2608,1.8912,34.1875,22.7917,-22.7917,22.7917,22.7917,34.1875
7.452000,14.5445,-80.3037,80.3037,9.6963,-80.3037,14.5445,2.0245,1.3497,-1.3497,1.3497,1.3497,2.0245,32.4491,21.6327,-21.6327,21.6327,21.6327,32.4491
7.456000,14.5528,-80.2981,80.2981,9.7019,-80.2981,14.5528,2.1504,1.4336,-1.4336,1.4336,1.4336,2.1504,30.4294,20.2863,-20.2863,20.2863,20.2863,30.4294
7.460000,14.5617,-80.2922,80.2922,9.7078,-80.2922,14.5617,2.2676,1.5117,-1.5117,1.5117,1.5117,2.2676,28.1539,18.7693,-18.7693,18.7693,18.7693,28.1539
7.464000,14.5710,-80.2860,80.2860,9.7140,-80.2860,14.5710,2.3753,1.5835,-1.5835,1.5835,1.5835,2.3753,25.6480,17.0986,-17.0986,17.0986,17.0986,25.6480
